Obverse,Reverse,tag
-logist[名词后缀]偶作-loger,"表示“...学家”、“...研究专家”，由-log(y)+-ist而成
biologist           生物学家
oceanologist       海洋学家
volcanologist       火山学家
zoologist          动物学家
climatologist       气候学家
bacteriologist      细菌学家
seismologist       地震学者
dialectologist      方言学家
Sinologist         汉学家
Pekingologist      北京通
musicologist       音乐研究专家
geologist          地质学家
technologist       工艺学家
",suffix
-logy[名词后缀]亦作-ology,"表示“...学”、“...研究”、“...论”、“...法”，与-logical，-logist相对应
biology           生物学
zoology          动物学
oceanology       海洋学
climatology       气候学
dialectology      方言学
mineralogy        矿物学
bacteriology      细菌学
musicology       音乐研究
methodology      方法论
escapology       逃避法
volcanology      火山学
vitaminology      维生素学
",suffix
-ly①[形容词后缀],"1、加在名词之后，表示如...的、有...特征的、属于...的
friendly          友好的
homely          家常的，亲切的
fatherly          父亲般的
childly           孩子般天真的
heavenly         天上的
mannerly         有礼貌的
manly            男子气概的
womanly         有女子气质的
godly            神的，神圣的
costly            昂贵的
lovely            可爱的，好看的
worldly           世间的
2、加在时间名词之后，表示“每...的”、“每...时间一次的”；这类词有的可兼作名词，表示报刊
hourly            每小时的
daily              每日的，日报
weekly           每周的，周刊
yearly            每年的
nightly            每夜的
monthly          每月的，月刊
quarterly         按季度的，季刊
②[副词后缀]
1、加在时间名词之后，表示“每...地”、“每...时间一次地”
hourly           每小时地
daily            每日地
nightly           每夜地
weekly          每周地
monthly         每月地
quarterly        每季度地
yearly           每年地
[注]加在其他名词之后，也可构成副词
namely          也就是，即
friendly          朋友般地
fatherly         父亲般地
partly           部份地
mannerly        有礼貌地
timely           及时地
2、加在形容词之后，构成副词，表示状态、程度、方式、“...地”
truly            真正地，确实地
greatly          大大地
fearfully         可怕地
newly           亲近，最近
clearly          清楚地
coldly           冰冷地
really           真正地
badly           恶劣地
quickly          迅速地
quietly          安静地
gloriously        光荣地
similarly         相似地
usefully         有用地
recently         最近
",suffix
-ment[名词后缀],"1、表示行为、行为的过程或结果
movement       运动，移动
management     管理，安排
development    发达，发展
establishment     建立，设立
argument        争论，辩论
treatement       待遇
punishment      处罚
enlargement      扩大
agreement       同意，协定
advertisement    广告，登广告
statement        陈述，声明
judgement       判断，判决
shipment        装船，装运
amusement      娱乐，消遣
enjoyment       享受
encouragement   鼓励
2、表示物
embankment     堤岸
pavement        人行道
nutriment        营养品
battlement       城墙垛
attachment       附属物
westment        外衣，制服
fragment         碎片，碎块
equipment       装备，设备
medicament      药物，药剂
basement        地下室
apartment        房间
armament        兵器
monument        纪念碑
3、表示组织、机构
government       政府
parliament        国会，议会
establishment     建立的机构，行政机关
department       部、局、司、部门
regiment         团
",suffix
-most[形容词后缀],"表示最...的
easternmost       最东的
westernmost       最西的
topmost          最高的
lowermost         最低的
uppermost         最高的
rearmost          最后面的
middlemost        最当中的
headmost         最前面的
aftermost          最后面的
inmost            最里面的
outmost          最外面的
foremost         最前面的
hindmost         最后面的
farmost          最远的
",suffix
-ness[名词后缀],"加在形容词之后，构成抽象名词，表示性质、情况、状态
greatness        伟大
friendliness       友好，友善
kindness         仁慈，好意
darkness         黑暗
emptimess        空虚，空洞
likeness          相似，类似
willingness       心甘情愿
softness          柔软
goodness         善行，优良
badness          恶劣，坏
weakness        懦弱，虚弱
tiredness         疲倦，疲劳
bitterness        苦，苦难
holiness          神圣
idleness          懒惰
blindness         盲目
",suffix
-nik[名词后缀],"表示...的人、...迷
protestinik        抗议者
citynik            城市人，迷恋城市者
peacenik         反战运动者
filmnik           电影迷
cinenik           电影迷
nudnik           无聊的人
no-goodnik       不怀好意者
boatnik          船户，水上人家
computernik       电脑人员
goodwillnik        捧场人
folknik           民歌爱好者
jazznik           爵士乐迷
",suffix
-o[名词后缀]大多数来自意大利语,"1、表示音乐术语及乐器名称
solo             独唱，独奏（曲）
soprano         女高音
basso           低音部，男低音
alto             女低音，男高音
concerto        协奏曲
piano           钢琴
piccolo          短笛
tempo          速度
trio             三部合奏，三重奏
oratorio        圣乐
2、表示人
Negro         黑人
politico        政客
typo           排字工人
desperado     亡命徒，暴徒
mularto        黑白混血儿
fantastico      可笑的怪人
albino         患白化病者
Latino         拉丁美洲人
bravo         歹徒，亡命徒
magnifico      高官，贵人
maestro        艺术大师
virtuoso       艺术鉴赏家
buffo          滑稽男演员
3、表示物
studio          工作室
volcano         火山
quarto          四开本
dynamo         发电机
flamingo        火烈鸟，红鹤
octavo          八开本
sexto           六开本
folio            对开本，对折纸
portico          门廊
4、表示抽象名词及其他
manifesto        宣言，声明
ratio             比率，比
fiasco           大败，惨败
motto           格言，座右铭
salvo          （炮火）齐射
lingo            行活，隐语
fresco          壁画（法）
junto            秘密政治集团
gusto           嗜好，爱好
credo          （宗教）信条
",suffix
-on[名词后缀],"1、表示人
southron         南方人
Briton           英国人
patron           保护人
matron           主妇
archon           主要官员
glutton           贪吃者
2、表示物
automaton       自动装置
carton           纸板（箱）
cordon          饰带
wagon          运货车
3、构成物理学名词，表示物质结构成分，“...子”
electron          电子
photon           光子
photoelectron     光电子
proton           质子
neutron          中子
magneton        磁子
meson           介子
hyperon          超子
",suffix
-oon[名词后缀],"1、表示物
spittoon         痰盂
balloon          气球
saloon           大厅
musketoon      短枪
cartoon          动画片
bassoon        低音管，巴颂管
festoon         花彩，彩饰
macaroon       小杏仁饼
2、表示人
buffoon         小丑，演滑稽戏的人
quadroon      （有四分之一黑人血统的）混血儿
maroon         被放逐到孤岛的人
poltroon        胆小鬼，懦夫
picaroon        流浪汉，盗贼
",suffix
-or[名词后缀],"1、表示人
actor           行动者，男演员
translator       翻译者，译员
oppressor      压迫者
educator        教育者
supervisor      监督人
sailor           水手，海员
debtor          负债人
constructor      建造者
elector          选举者
protector        保护者
corrector        矫正者，校对员
inventor        发明者
governor        总督，省长
bettor          打赌者
2、表示物
tractor          拖拉机
conductor       导体
receptor         接受器
detector        探测器
mirror           镜子
incisor          门牙
televisor         电视机
compressor      压缩器
separator        分离器
resistor          电阻器
rotator           旋转器
flexor            曲肌
",suffix
-orium[名词后缀],"表示场所，地点
auditorium       礼堂，讲堂
beautorium      美容院
healthatorium    疗养院
sanatorium       疗养院
crematorium      火葬场
natatorium      （室内）游泳池
",suffix
-ory①[形容词后缀],"表示有...性质的、属于...的、与...有关的
advisory          忠告的，顾问的
contradictory      矛盾的
appreciatory       有欣赏力的
revisory           修订的，修正的
rotatory           旋转的
compulsory        强迫的
exhibitory          显示的
dictatory          独裁的，专政的
possessory        占有的
sensory           感觉的
promissory        允诺的
separatory         分离用的
denunciatory       谴责的
②[名词后缀]
1、表示场所，地点
factory            工厂
protectory         贫民收容所
depository        保存处，仓库
dormitory         集体宿舍
repository         贮藏所
armory            军械库
ambulatory        回廊
crematory         火葬场
oratory           祈祷室
consistory         宗教法庭
2、表示物
directory         姓名地址录
incensory        香炉
inventory         财产目录
territory          领土，领地
",suffix
-ose[形容词后缀],"表示“...的”
golbose         球形的
operose         费力的，用功的
verbose         冗长的
grandiose       宏大的
jocose          开玩笑的
flexouse         弯弯曲曲的
nervosa        （植物）多脉的
fibrillose         有原纤维的
",suffix
-osity[名词后缀],"构成抽象名词，表示性质、状态、情况，与形容词后缀-ous与-ose相对应
curiosity         好奇心
globosity        球形，球状
grandiosity       宏大，雄伟
fabulosity        寓言性质
generosity       慷慨，大方
jocosity          滑稽
verbosity        冗长
flexuosity        弯曲状态
",suffix
-ot[名词后缀],"1、表示人
patriot           爱国者
zealot           热心者
pilot             领航员，飞行员
compatriot       同胞
idiot             白痴，傻子
Cypriot         塞浦路斯人
Italiot           意大利南部古希腊殖民地居民
Zantiot        （希腊）赞德岛的土人
2、表示物
chariot          战车
ballot           选票
carrot          胡萝卜
galliot          平底小船
",suffix
-ous[形容词后缀],"表示有...性质的、属于...的、如...的、有...的、多...的
dangerous       危险的
courageous      勇敢的
mountainous     多山的，如山的
glorious         光荣的
prosperous      繁荣的
riotous           暴乱的
mischievous     调皮的
poisonous        有毒的
advantageous     有利的
continuous        继续不断的
victorious         胜利的
zealous           热心的，热情的
famous          著名的
vigorous         精力充沛的
pompous         壮丽的
disastrous        灾难性的
",suffix
-proof[形容词后缀],"表示防...的，不透...的
fireproof          防火的
waterproof        防水的
rainproof          防雨的
coldproof         抗寒的
smokeproof       防烟的
airproof          不透气的
lightproof         不透光的
soundproof      隔音的
bombproof       防炸弹的
gasproof         防毒气的
",suffix
-ress[名词后缀],"表示女性，与-ess同
actress          女演员
waitress         女服务员
interpretress     女译员
creatress        女创造者
dictatress        女独裁者
chantress        女歌唱者
eletress         女选举人
huntress         女猎人
editress         女编辑
protectress       女保护者
foundress        女创立人
aviatress         女飞行员
",suffix
-rix[名词后缀],"表示女性（亦作-trix）
aviatrix          女飞行员
executrix        女执行者
adminstratrix     女管理员
interlocutrix      女对话者
agitatrix         女鼓动者
arbitratrix        女调解员
testratrix         女遗嘱人
prosecutrix       女原告，女起诉人、
",suffix
-ry[名词后缀],"1、表示行为、状态、情况、性质
banditry         盗匪活动
rivalry           敌对，竞争
outlawry        逍遥法外
musketry        步枪射击
artistry          艺术性
pleasantry       诙谐，开玩笑
devilry           邪恶，魔法
mimicry         模仿，学样
pedantry         迂腐，卖弄学问
bigotry          顽固，偏执
2、表示...学、...术、...行业
forestry          林学，林业
chemistry        化学
weaponry        武器设计，制造学
dentistry         牙科学
merchantry       商业，商务
carpentry         木工业
masonry         石工业
husbandry        耕作
palmistry         相手术
rocketry          火箭技术
falconry          猎鹰训练术
3、表示修合名词（总称）
peasantry        农民（总称）
citizenry         公民（总称）
Englishry        英国人（总称）
poetry          诗（总称）
tenantry         承租人（总称）
weaponry        武器（总称）
yeomanry        自由民（总称）
gentry           绅士们，贵族们
4、表示场所、地点、工作处
pigeonry         鸽舍，鸽棚
foundry          铸工车间
chantry          附属小教堂
almonry          施赈所
laundry          洗衣房
pantry           食品室
vestry           教堂的法衣室
",suffix
-s[副词后缀],"表示时间、地点、方式、状态
afternoons       每天下午
nights           每夜，在夜间
weekends       在每个周末
sometimes      有时
besides         此外，而且
unawares       不知不觉地
nowadays        现今，当今
outdoors        在户外
indoors         在屋内
upstairs         在楼上，往楼上
downstairs      在楼下，往楼下
weekdays       在每个周日
",suffix
-ship[名词后缀],"1、表示情况、状态、性质、关系
friendship       友谊，友好
hardship        困难，受苦
scholarship      学问，学识
dictatorship      专政
partnership      合伙关系
comradeship     同志关系
fellowship       伙伴关系，交情
relationship      亲属关系，联系
2、表示身份，职位，资格，权限
citizenship       公民权或身份
kingship         王位，王权
membership      成员资格
instructorship     讲师资格
managership     经理职位
rulership         统治权
lordship         贵族身份
colonelship       上校衔
doctorship        博士学位
professorship     教授职位
sonship          儿子身份
studentship      学生身份
ladyship         贵妇人身份
interpretership    译中职务
heirship          继承权
3、表示技艺，技能，...法，...术
airmanship       飞行技术
salesmanship     售货术
penmanship       书法
marksmanship     射击术
huntsmanship      打猎术
workmansip       手艺，工艺
horsemanship     骑马术
watermanship     划船技术
",suffix
-sion[名词后缀],"表示行为、行为的过程或结果、情况、性质，与-ion同，它所构成的名词大多由以-d，-de ,-i为结尾的动词派生而来（如：expand→expansion，decide→decision，covert→conversion）
expansion        扩张，扩展
conclusion        结论，结束
decision         决定
comprehension    理解
declension       倾斜
collision         （车船）碰撞
suspension       悬挂，停止
extension        伸展，延伸
division          分开，分割
conversion       转变，变换
",suffix
-some[形容词后缀],"表示充满...的，易于...的，产生...的，有...倾向的。具有...的，令...的
gladsome         令人高兴的
playsome         爱玩耍的
laboursome       费力的
troublesome       令人烦恼的
toothsome        美味可口的
venturesome       好冒险的
awesome         可畏的
wearisome        令人厌烦的
darksome         阴暗的
fearsome         可怕的
burdensome       沉重的
quarrelsome      好争吵的
lonesome         孤独的
bothersome       麻烦的
gamesome        爱玩耍的
tiresome          令人厌倦的
",suffix
-ster[名词后缀],"表示人
songster          歌手，歌唱家
youngster         年轻人，小孩
oldster            老人
minister           部长，大臣
punster           爱有双关语者
gagster           开玩笑的人
speedster         超速驾驶者
penster           作者
teenster          十几岁的少年
tonguster         健谈的人
spinster          纺织女
tapster           酒吧间招待员
teamster         卡车司机，赶牲口者
maltster          制造麦芽者
[注]有此词含有贱称、卑称意义
gamester        赌徒，赌棍
trickster         骗子
gangster        匪徒，歹徒
mobster         暴徒，匪徒
rhymester       作打油诗的人，劣等诗人
",suffix
-th[名词后缀],"构成抽象名词，表示行为、性质、状态、情况
warmth          温暖，热情
coolth           凉爽，凉
growth          成长，发育
stealth          秘密行动，秘密
strength         力量（streng=strong）
breadth         力度（bread=broad）
length           长度（leng=long）
width            宽度（wid=wide）
depth           深度（dep=deep）
truth            真理（tru=true）
[注]加在基数词之后，表示“第...”、兼表“...分之一”
fourth           第四，四分之一
fifth             第五，五分之一
sixth            第六，六分之一
seventh         第七，七分之一
",suffix
-tic[形容词后缀],"表示属于...的、有...性质的、与...有关的，与-ic同
Asiatic           亚洲的，属于亚洲的
dramatic         戏剧（性）的
romantic         浪漫的，传奇的
paraphrastic      意译的
cinematic         电影的
schematic        纲要的
asthmatic        患哮喘病的
operatic          歌剧的
",suffix
-tion[名词后缀],"构成抽象名词，表示行为、行为的过程或结果、状态、情况，与-ion同
intervention       干涉，干预
attention         注意
convention        集会，会议
introduction       介绍，引进
production        生产
description        描写，描述
contention         竞争，斗争
reduction         减少，缩减
",suffix
-ture[名词后缀]亦作-ature和-iture,"表示行为、行为的结果以及与行为有关之物
mixture           混合，混合物
fixture            固定，固定物
coverture         覆盖，覆盖物
expenditure       花费，支出
fixature           定型发胶
signature          签名，署名
curvature         弯曲（部份）
armature          盔甲
divestiture         脱衣，剥夺
garniture          装饰品
",suffix
-ty[名词后缀],"构成抽象名词，表示性质、情况、状态、权限
specialty           特性，专长
safety             安全
entirety            整体，全部
surety             确实
penalty            刑罚，处罚
royalty             王位，王权
certainty           肯定，确实
cruelty             残忍，残酷
loyalty             忠诚，忠心
novelty            新奇，新颖
subtlety           精巧，微妙
sovereignty         主权，统治权
[注]-ty亦表示“...十”
sixty               六十
seventy            七十
eighty              八十
ninety              九十
",suffix
-ual[形容词后缀],"表示“...的”，与-al同
textual             原文的，本文的
actual             实际的，现实的
sexual            性的，有性别的
spiritual           精神（上）的
accentual         （关于）重音的
sensual          感觉的
gradual           逐渐的
effectual         有实效的
habitual          习惯（上）的
contractual       契约的
perceptual        感性的
intellectual        智力的
conceptual        概念的
",suffix
-ular[形容词后缀],"表示似...形状的、有...性质的、属于...的
globular          球状的
spherular        小球状的
zonular          小带（状）的
cellular           细胞的
nodular          小节的，节状的
jocular           滑稽的（joc=joke）
",suffix
-ule[名词后缀],"表示小
spherule          小球（体）
globule           小球
barbule           小倒刺
granule           细粒（gran=grain）
antennule         小触须
zonule            小带，小区域
cellule             小细胞
nodule            小节，小瘤
pilule              小药丸（pil=pill）
gemmule          微芽
",suffix
-ulous[形容词后缀],"表示易于...的、多...的、如...形状的、有...性质的、属于...的，同-ous
tubulous            管状的
acidulous           略酸的
pendulous          悬垂的
globulous           球状的
credulous          轻信的
bibulous           爱喝酒的
",suffix
-um[名词后缀],"表示场所、实物及抽象名词
museum           博物馆
mausoleum        陵墓
asylum            避难所，收容所
forum             法庭，论坛
sanctum           圣所，私室
minimum          最小量
plenum            充满，全体会议
symposium        酒会，座谈会，讨论会
rectum            直肠
hypogeum         地下室，窖
contagium         接触传染物
vacuum            真空（状态），真实度
",suffix
-uous[形容词后缀],"表示有...性质的，属于...的、有...的，同-ous
sensuous         感觉上的
assiduous         刻苦的
innocuous         无害的
conspicuous       明显的
ambiguous        两可的
contemptuous      轻视的
flexuous           弯弯曲曲的
promiscuous       杂乱的，混杂的
",suffix
-ure[名词后缀],"构成抽象名词，表示行为、行为的结果、状态、情况
departure         离开，出发
pressure          压力，压
failure            失败
exposure         暴露，揭露
sculpture         雕刻（品）
seizure           抓住，捕捉
contracture       挛缩
closure           关闭，结束
disclosure        泄露
moisture          潮湿，湿度
creature          创造物，生物
procedure        程序，步骤
flexure          弯曲
pleasure         愉快
",suffix
-ward[形容词及副词后缀],"表示“向...的”、“向...”、“朝...”
downward        向下的，朝下
upward           向上的，朝上
northward        向北的，朝北
southward        向南的，朝南
sunward         向阳的，向太阳
backward         向后的，向后
outward          向外的，向外
inward            向内的，向内
seaward          向海的，朝海
homeward        向家的，向家
",suffix
-wards[副词后缀],"表示“向...”、“朝...”
downwards        向下，朝下
upwards           向下，朝上
northwards       向北，朝上
southwards       向南，朝南
sunwards         向太阳
backwards        向后
outwards         向外
inwards          向内
",suffix
-ways[副词后缀]有的兼作形容词后缀,"表示方向、方式、状态，常与-wise通用
crossways        交叉地（的）
cornerways       对角地，斜
endways         末端朝前地
lengthways       纵长地
cosstways        沿海岸
sideways         斜向一边地（的）
",suffix
-wise[副词后缀]有的兼作形容词后缀,"1、常与-ways通用，表示方向、方式、状态
crosswise         交叉地（的）
cornerwise        对角地，斜
endwise          末端朝前地
coastwise         沿海岸
lengthwise        纵长地
sidewise          斜向一边地（的）
2、也有不与-ways通用者
clockwise         顺时针方向
sunwise          顺日转方向
moneywise       在金钱方面
dropwise         一滴一滴地
contrariwise       相反地
likewise          同样地
otherwise         要不然，否则
crabwise         似蟹横行地
pairwise          成双成对地
stepwise         逐步的
",suffix
-y①[形容词后缀],"表示多...的、有...的、如...的、属于...的（大多数加在单音节名词之后）
rainy           下雨的
windy          有风的
sunny          阳光充足的
hilly            多小山的
rosy            玫瑰色的
woody          树木茂密的
snowy          多雪的
silvery          似银的
smoky          多烟的
bloody          血的，流血的
watery          多水的，如水的
silky            丝一样的
wintery         冬天（似）的
sleepy          想睡的
earthy          泥土似的
greeny          略呈绿色的
trustry          可信赖的
homey          像家一样的
inky             有墨迹的
hairy            多毛的
icy              似冰的，多冰的
wordy           多言的
woolly           多羊毛的
cloudy           多云的
[注]在以y或o为结尾的词之后，则作-ey，如skyey天空的，天蓝色的，clayey（多）粘土的，mosquitoey蚊子多的
②[名词后缀]
1、构成抽象名词，表示性质、状态、情况、行为
difficulty         困难
discovery       发现
soldiery         军事训练
inquiry          询问，打听
burglary         夜盗行为
bastardy        私生子身份
mastery         精通，掌握
beggary         乞丐生涯，行乞
modesty        谦虚，虚心
jealousy         妒忌，猜忌
injury           伤害，损害
monotony        单音，单调
2、表示人或物
lefty            左撇子
fatty            胖子
darky           黑人
oldy            老人
newsy           报童
nighty           妇女（或孩子）穿的睡衣
towny           城里人，镇民
shorty           矮子
cabby           出租车驾驶人
smithy          铁匠，锻工
sweety          糖果，蜜饯
parky           公园管理人
whitey          白人
3、表示小称及爱称（在一部分词中与-ie通用）
doggy（=doggie） 小狗
pitggy（=piggie）  小猪
kitty              小猫
missy            小姑娘，小姐
daddy            爸爸，爹爹
granny（=grannie）奶奶
aunty（=auntie）  阿姨
maidy            小女孩
",suffix
-yer[名词后缀],"表示人
lawyer           律师，法律家
sawyer          锯木人，锯工
bowyer          制弓的人，弓手，射者
",suffix
